time_bin,Push Easy,Push Mid,Push Diff,Pull Easy,Pull Mid,Pull Diff
1472.0,4.868946135734984,3.3180478732844296,1.5258083453757225,-6.000083471126939,-4.614608253588517,-2.753052424863388
1504.0,4.907380756578948,3.2866954125177807,1.5343761306078147,-6.018603589719271,-4.6450874193741045,-2.768334660901229
1536.0,4.907515448330265,3.3328136071091166,1.5166517749879866,-6.046563882743363,-4.645468378859857,-2.7828700545702594
1568.0,4.934798279771293,3.3467322503541075,1.5929999548845044,-6.054958425283733,-4.681134122579121,-2.7798979721344765
1600.0,4.958233487634128,3.347421245855045,1.5483680138221154,-6.084536495141343,-4.704969977520114,-2.811174349547511
1632.0,4.981236085646936,3.327090341713881,1.602520743145743,-6.109238438443159,-4.70901747881356,-2.8008342760180995
1664.0,4.994032827622286,3.347291642237336,1.561706805422838,-6.1178035043804755,-4.708691727336777,-2.812605956148282
1696.0,5.026887969851214,3.347212649577663,1.6003943630382775,-6.131123707706767,-4.701405001762218,-2.8019326211305517
1728.0,5.0332092221644125,3.3386116384345796,1.5450497193024366,-6.160566668219076,-4.732022455440901,-2.796484024349192
1760.0,5.057501625487646,3.3343676985981308,1.5907627575467178,-6.15977543676946,-4.743708323584464,-2.8146632991895544
1792.0,4.822642618593239,3.0719011935131197,1.1129572021116139,-6.112493333010085,-4.618607444324713,-2.589158887987013
1824.0,4.865376718707667,3.2606443393909625,1.7635691881306426,-6.132243237361362,-5.026006440605017,-3.460684299233053
1856.0,4.798388144222776,3.3308362327630237,2.292049632352941,-6.1870922838692675,-5.356500287871034,-4.092590912090813
1888.0,4.884956703376876,3.526554404145078,2.648458526465311,-6.188557727302806,-5.4537841041021675,-4.491437534284147
1920.0,4.830375986022696,3.59569099378882,2.5912697339965396,-6.138753212308909,-5.319672098442288,-4.221933099287975
1952.0,4.887217631096702,3.7685148705740343,2.9012664925259304,-6.162664506605284,-5.568549177115988,-4.683815865910334
1984.0,4.987303298364154,3.9608739837398375,3.3082363958990535,-6.141942029831821,-5.6664820275434895,-5.071304035349233
2016.0,4.932302701271187,3.9761174574784017,3.3207248002110976,-6.147986180278885,-5.568528113683394,-4.756775720509383
2048.0,5.091310417265154,4.2672870964403975,3.6707589285714284,-6.125994545636509,-5.712425102621822,-5.1258087158203125
2080.0,5.106936106346484,4.2170228916484715,3.93531360958683,-6.123698951709062,-5.6817856792625525,-5.1845298502239645
2112.0,5.146451045221843,4.269359476791531,3.8308829123554475,-6.034801229913066,-5.592971551613729,-4.990463419509595
2144.0,4.859895085009579,3.9635673551171395,3.6275572695974576,-5.856254722582038,-5.3969504616477275,-4.802532806939502
2176.0,4.570875714700033,3.520323023572803,3.372516844795539,-5.671732596695317,-5.1499831056399765,-4.478236607142857
2208.0,4.302833088898917,3.227990414915966,2.937732408466819,-5.469029817335244,-4.888408670497481,-4.087874148280338
2240.0,4.230903509696459,3.1367238197598963,3.1157911869517543,-5.300190634356287,-4.744310765960621,-3.9785479972375692
2272.0,3.9422823566610457,2.837453053559765,2.774183917197452,-5.027332872447401,-4.403768218322427,-3.7113687894321767
2304.0,3.8919690860215055,2.7366270309224316,2.4915174498175183,-4.945807392408124,-4.297917811714824,-3.370172865951313
2336.0,3.539526879370629,2.403244614830237,2.3187013722640217,-4.55217111423221,-3.9301371402877696,-3.0783926811704063
2368.0,3.411770446488859,2.355231466361855,2.1285076530612246,-4.4727241096809855,-3.8191916385652975,-2.9304212977457733
2400.0,3.456681497981039,2.3025696536144578,2.1619352539737386,-4.346080905464216,-3.74285888671875,-2.752230060634328
2432.0,3.0890362079326925,2.0211292613636362,1.8924248165283981,-4.003427836037967,-3.346493648668211,-2.5499634000867553
2464.0,3.1156154264753306,2.112230586829118,1.8505218105065666,-3.964917662015137,-3.2962463813836105,-2.4796971734964623
2496.0,2.8961616847826086,1.8497355063600782,1.5670193033199196,-3.7568536346787478,-3.1488095238095237,-2.239867941712204
2528.0,2.563354938143474,1.5806474324114357,1.250577401992288,-3.4428820289678677,-2.7833806818181817,-1.9648414067186564
2560.0,2.382968695671071,1.400345495025674,1.0510038064833005,-3.281111760616785,-2.857458726415094,-1.787109375
2592.0,2.4900400986405837,1.4443161301475107,1.106606946192574,-3.172552995621019,-2.5025755494505493,-1.777768093071051
2624.0,2.184603020334928,1.241248911781776,0.9231778672486454,-2.8977672980588602,-2.1944600623911783,-1.4464911099137931
2656.0,2.163674419788274,1.112573168429003,0.7867642873406193,-2.8819905883053,-2.0549516236654806,-1.3067658687175043
2688.0,2.008547375549623,1.0572276914739884,0.7513929442637493,-2.642878884508349,-1.9313665021929824,-1.1853200247875355
2720.0,1.873496202458256,0.9268994760066188,0.6432133974913494,-2.458274147727273,-1.7377346873215305,-1.0260380697513811
2752.0,1.818687938084112,0.9034429962311558,0.6025334176300579,-2.38106748038032,-1.6755668417667238,-0.9653214928057554
2784.0,1.6796291977611941,0.8044012661637931,0.5200235800165838,-2.172161262983266,-1.4915823063380282,-0.8411139059168443
2816.0,1.6745886338495575,0.7817623622770199,0.5050467297703664,-2.0781182708871664,-1.3904008709016393,-0.8233591288077731
2848.0,1.6830729166666667,0.8158938528943176,0.5147579030922143,-2.025283681556196,-1.3617174629324547,-0.7523795042083115
2880.0,1.6587712554269176,0.8166408289817232,0.5025040606388739,-1.9377272607504217,-1.31443925791917,-0.7256051253877973
2912.0,1.6405916512521344,0.8110687022900763,0.5103376484168866,-1.8789588151808243,-1.2863430922827848,-0.7510543239400207
2944.0,1.6187722773150763,0.8163086435492096,0.5189336060725552,-1.822454742278798,-1.249762569371036,-0.6842461298818089
2976.0,1.601637868660419,0.8075570017395626,0.4912329501793033,-1.7739297510162602,-1.204024584621329,-0.6824723851722416
3008.0,0.6038014481707317,0.0234375,0.17174030172413793,-0.9753493788819876,-0.34129349226804123,-0.08916440217391304
3040.0,8.7890625,7.32421875,5.859375,-3.515625,-4.39453125,10.546875
3072.0,,,,,1.171875,-5.2734375
