force,linear_velocity_next_step,push resistance,pull resistance,force_positive
8.26889177,0.0,32,8,True
6.90669177,0.0,32,8,True
5.5444917700000005,0.0,32,8,True
6.90669177,0.0,32,8,True
4.18229177,0.0,32,8,True
1.45789177,0.0,32,8,True
5.5444917700000005,0.0,32,8,True
2.82009177,0.0,32,8,True
4.18229177,0.0,32,8,True
2.82009177,0.0,32,8,True
2.82009177,0.0,32,8,True
2.82009177,0.0,32,8,True
2.82009177,0.0,32,8,True
2.82009177,0.0,32,8,True
2.82009177,0.0,32,8,True
2.82009177,0.0,32,8,True
1.45789177,0.0,32,8,True
1.45789177,0.0,32,8,True
1.45789177,0.0,32,8,True
1.45789177,0.0,32,8,True
2.82009177,0.0,32,8,True
2.82009177,0.0,32,8,True
2.82009177,0.0,32,8,True
-1.26650823,14.381069886427886,32,8,False
2.82009177,-14.381069886427886,32,8,True
1.45789177,0.0,32,8,True
0.09569177,0.0,32,8,True
0.09569177,0.0,32,8,True
0.09569177,0.0,32,8,True
1.45789177,0.0,32,8,True
1.45789177,0.0,32,8,True
1.45789177,0.0,32,8,True
0.09569177,0.0,32,8,True
1.45789177,0.0,32,8,True
1.45789177,0.0,32,8,True
4.18229177,0.0,32,8,True
4.18229177,0.0,32,8,True
2.82009177,0.0,32,8,True
-2.62870823,0.0,32,8,False
-2.62870823,0.0,32,8,False
0.09569177,0.0,32,8,True
0.09569177,0.0,32,8,True
-25.786108229999996,0.0,32,8,False
-2.62870823,-14.381069886427886,32,8,False
1.45789177,-4.793689962142628,32,8,True
5.5444917700000005,-4.793689962142628,32,8,True
2.82009177,4.793689962142628,32,8,True
-8.07750823,-4.793689962142628,32,8,False
-12.16410823,-4.793689962142628,32,8,False
-10.801908229999999,-14.381069886427886,32,8,False
-8.07750823,-9.587379924285257,32,8,False
-2.62870823,0.0,8,64,False
0.09569177,0.0,8,64,True
2.82009177,0.0,8,64,True
8.26889177,0.0,8,64,True
19.16649177,4.793689962142628,8,64,True
23.253091769999997,19.174759848570513,8,64,True
25.97749177,28.76213977285577,8,64,True
23.253091769999997,34.63827585548221,8,64,True
1.45789177,-5.47850281387729,16,8,True
2.82009177,3.195793308095086,16,8,True
19.16649177,0.0,16,8,True
9.63109177,4.793689962142628,16,8,True
24.61529177,4.793689962142628,16,8,True
35.512891769999996,9.587379924285257,16,8,True
39.59949177,23.968449810713146,16,8,True
43.686091770000004,19.174759848570513,16,8,True
43.686091770000004,23.968449810713146,16,8,True
-2.62870823,0.0,8,64,False
-3.9909082299999996,0.0,8,64,False
-10.801908229999999,0.0,8,64,False
0.09569177,0.0,8,64,True
5.5444917700000005,0.0,8,64,True
0.09569177,0.0,8,64,True
0.09569177,0.0,8,64,True
-1.26650823,0.0,8,64,False
-1.26650823,0.0,8,64,False
-2.62870823,0.0,8,64,False
-1.26650823,0.0,8,64,False
-1.26650823,0.0,8,64,False
-1.26650823,0.0,8,64,False
-2.62870823,0.0,8,64,False
-2.62870823,0.0,8,64,False
-3.9909082299999996,0.0,8,64,False
-5.35310823,0.0,8,64,False
-5.35310823,0.0,8,64,False
-3.9909082299999996,4.793689962142628,8,64,False
-2.62870823,-4.793689962142628,8,64,False
-3.9909082299999996,0.0,8,64,False
-3.9909082299999996,0.0,8,64,False
-2.62870823,0.0,8,64,False
-3.9909082299999996,0.0,8,64,False
-3.9909082299999996,0.0,8,64,False
-2.62870823,0.0,8,64,False
-5.35310823,0.0,8,64,False
-3.9909082299999996,0.0,8,64,False
-3.9909082299999996,0.0,8,64,False
-3.9909082299999996,0.0,8,64,False
-5.35310823,0.0,8,64,False
-5.35310823,0.0,8,64,False
-3.9909082299999996,0.0,8,64,False
-6.71530823,0.0,8,64,False
-6.71530823,0.0,8,64,False
-1.26650823,0.0,8,64,False
15.07989177,4.793689962142628,8,64,True
69.56789177,28.76213977285577,8,64,True
115.88269177000001,81.49272935642469,8,64,True
17.80429177,0.0,32,8,True
17.80429177,0.0,32,8,True
23.253091769999997,0.0,32,8,True
23.253091769999997,0.0,32,8,True
19.16649177,4.793689962142628,32,8,True
20.528691770000002,0.0,32,8,True
13.717691769999998,4.793689962142628,32,8,True
9.63109177,0.0,32,8,True
8.26889177,0.0,32,8,True
4.18229177,0.0,32,8,True
5.5444917700000005,0.0,32,8,True
5.5444917700000005,0.0,32,8,True
5.5444917700000005,0.0,32,8,True
2.82009177,0.0,32,8,True
4.18229177,0.0,32,8,True
1.45789177,0.0,32,8,True
2.82009177,0.0,32,8,True
0.09569177,0.0,32,8,True
1.45789177,0.0,32,8,True
0.09569177,0.0,32,8,True
1.45789177,0.0,32,8,True
0.09569177,0.0,32,8,True
0.09569177,0.0,32,8,True
0.09569177,0.0,32,8,True
-1.26650823,0.0,32,8,False
-1.26650823,-4.793689962142628,32,8,False
-1.26650823,4.793689962142628,32,8,False
-1.26650823,0.0,32,8,False
-2.62870823,0.0,32,8,False
-8.07750823,4.793689962142628,32,8,False
-20.33730823,-14.381069886427886,32,8,False
-18.97510823,-23.968449810713146,32,8,False
0.09569177,-9.587379924285257,32,8,True
-2.62870823,-4.793689962142628,32,8,False
-1.26650823,0.0,32,8,False
-33.95930823,-4.793689962142628,32,8,False
-9.43970823,-28.76213977285577,32,8,False
8.26889177,-14.381069886427886,32,8,True
-3.9909082299999996,0.0,8,64,False
-1.26650823,0.0,8,64,False
-2.62870823,0.0,8,64,False
0.09569177,0.0,8,64,True
8.26889177,0.0,8,64,True
15.07989177,4.793689962142628,8,64,True
13.717691769999998,14.381069886427886,8,64,True
15.07989177,14.381069886427886,8,64,True
24.61529177,19.174759848570513,8,64,True
19.16649177,23.968449810713146,8,64,True
21.890891770000003,28.76213977285577,8,64,True
-3.9909082299999996,0.0,64,8,False
0.09569177,0.0,64,8,True
-9.43970823,0.0,64,8,False
19.16649177,-4.793689962142628,64,8,True
24.61529177,0.0,64,8,True
31.426291770000002,0.0,64,8,True
32.78849177,0.0,64,8,True
38.23729177,0.0,64,8,True
35.512891769999996,0.0,64,8,True
39.59949177,0.0,64,8,True
39.59949177,0.0,64,8,True
27.339691769999998,4.793689962142628,64,8,True
20.528691770000002,0.0,64,8,True
16.44209177,0.0,64,8,True
12.35549177,0.0,64,8,True
12.35549177,0.0,64,8,True
12.35549177,0.0,64,8,True
9.63109177,0.0,64,8,True
8.26889177,0.0,64,8,True
9.63109177,0.0,64,8,True
6.90669177,0.0,64,8,True
6.90669177,0.0,64,8,True
6.90669177,0.0,64,8,True
6.90669177,0.0,64,8,True
6.90669177,0.0,64,8,True
6.90669177,0.0,64,8,True
5.5444917700000005,0.0,64,8,True
5.5444917700000005,0.0,64,8,True
5.5444917700000005,0.0,64,8,True
6.90669177,0.0,64,8,True
5.5444917700000005,0.0,64,8,True
5.5444917700000005,0.0,64,8,True
5.5444917700000005,0.0,64,8,True
4.18229177,0.0,64,8,True
5.5444917700000005,0.0,64,8,True
5.5444917700000005,0.0,64,8,True
5.5444917700000005,0.0,64,8,True
5.5444917700000005,0.0,64,8,True
6.90669177,0.0,64,8,True
5.5444917700000005,0.0,64,8,True
4.18229177,0.0,64,8,True
5.5444917700000005,0.0,64,8,True
5.5444917700000005,0.0,64,8,True
5.5444917700000005,0.0,64,8,True
4.18229177,0.0,64,8,True
5.5444917700000005,0.0,64,8,True
4.18229177,0.0,64,8,True
4.18229177,0.0,64,8,True
4.18229177,0.0,64,8,True
5.5444917700000005,-4.793689962142628,64,8,True
5.5444917700000005,4.793689962142628,64,8,True
4.18229177,0.0,64,8,True
4.18229177,0.0,64,8,True
4.18229177,0.0,64,8,True
5.5444917700000005,0.0,64,8,True
4.18229177,0.0,64,8,True
4.18229177,0.0,64,8,True
4.18229177,0.0,64,8,True
2.82009177,0.0,64,8,True
2.82009177,0.0,64,8,True
2.82009177,0.0,64,8,True
5.5444917700000005,0.0,64,8,True
4.18229177,0.0,64,8,True
4.18229177,0.0,64,8,True
4.18229177,0.0,64,8,True
2.82009177,0.0,64,8,True
2.82009177,0.0,64,8,True
2.82009177,0.0,64,8,True
2.82009177,0.0,64,8,True
2.82009177,0.0,64,8,True
1.45789177,0.0,64,8,True
-8.07750823,0.0,64,8,False
-6.71530823,-4.793689962142628,64,8,False
-9.43970823,-4.793689962142628,64,8,False
-16.25070823,-9.587379924285257,64,8,False
-21.69950823,-23.968449810713146,64,8,False
-29.87270823,-28.76213977285577,64,8,False
-32.59710823,-28.76213977285577,64,8,False
0.09569177,0.0,8,16,True
2.82009177,0.0,8,16,True
1.45789177,0.0,8,16,True
-2.62870823,0.0,8,16,False
17.80429177,0.0,8,16,True
25.97749177,19.174759848570513,8,16,True
25.97749177,28.76213977285577,8,16,True
27.339691769999998,33.555829734998404,8,16,True
0.09569177,0.0,8,16,True
1.45789177,0.0,8,16,True
1.45789177,0.0,8,16,True
-5.35310823,0.0,8,16,False
21.890891770000003,0.0,8,16,True
21.890891770000003,14.381069886427886,8,16,True
27.339691769999998,33.555829734998404,8,16,True
28.70189177,28.76213977285577,8,16,True
28.70189177,33.555829734998404,8,16,True
2.82009177,0.0,8,32,True
4.18229177,0.0,8,32,True
2.82009177,0.0,8,32,True
9.63109177,0.0,8,32,True
12.35549177,4.793689962142628,8,32,True
16.44209177,14.381069886427886,8,32,True
15.07989177,14.381069886427886,8,32,True
19.16649177,19.174759848570513,8,32,True
19.16649177,19.174759848570513,8,32,True
-1.26650823,0.0,8,64,False
1.45789177,0.0,8,64,True
-25.786108229999996,0.0,8,64,False
-32.59710823,0.0,8,64,False
-23.06170823,0.0,8,64,False
1.45789177,0.0,8,64,True
9.63109177,0.0,8,64,True
-6.71530823,0.0,8,64,False
0.09569177,0.0,8,64,True
4.18229177,0.0,8,64,True
2.82009177,0.0,8,64,True
5.5444917700000005,0.0,8,64,True
5.5444917700000005,0.0,8,64,True
2.82009177,9.587379924285257,8,64,True
0.09569177,0.0,8,64,True
-1.26650823,0.0,8,64,False
0.09569177,0.0,8,64,True
4.18229177,0.0,8,64,True
5.5444917700000005,0.0,8,64,True
4.18229177,4.793689962142628,8,64,True
4.18229177,0.0,8,64,True
6.90669177,0.0,8,64,True
5.5444917700000005,0.0,8,64,True
6.90669177,4.793689962142628,8,64,True
4.18229177,4.948325122211746,8,64,True
2.82009177,0.0,8,64,True
2.82009177,0.0,8,64,True
2.82009177,0.0,8,64,True
4.18229177,0.0,8,64,True
4.18229177,0.0,8,64,True
5.5444917700000005,0.0,8,64,True
2.82009177,0.0,8,64,True
4.18229177,0.0,8,64,True
2.82009177,0.0,8,64,True
2.82009177,0.0,8,64,True
4.18229177,0.0,8,64,True
2.82009177,0.0,8,64,True
4.18229177,0.0,8,64,True
2.82009177,0.0,8,64,True
0.09569177,0.0,8,64,True
1.45789177,0.0,8,64,True
1.45789177,0.0,8,64,True
-1.26650823,0.0,8,64,False
-48.94350823,0.0,8,64,False
-58.478908229999995,0.0,8,64,False
-48.94350823,-4.793689962142628,8,64,False
12.35549177,-4.793689962142628,8,64,True
-16.25070823,4.793689962142628,8,64,False
2.82009177,0.0,8,64,True
8.26889177,0.0,8,64,True
6.90669177,4.793689962142628,8,64,True
-5.35310823,4.793689962142628,8,64,False
0.09569177,0.0,8,64,True
4.18229177,0.0,8,64,True
19.16649177,4.793689962142628,8,64,True
17.80429177,19.174759848570513,8,64,True
13.717691769999998,14.381069886427886,8,64,True
6.90669177,14.381069886427886,8,64,True
2.82009177,4.793689962142628,8,64,True
1.45789177,0.0,8,64,True
6.90669177,0.0,8,64,True
6.90669177,4.793689962142628,8,64,True
8.26889177,9.587379924285257,8,64,True
1.45789177,0.0,64,8,True
1.45789177,0.0,64,8,True
2.82009177,0.0,64,8,True
4.18229177,0.0,64,8,True
6.90669177,0.0,64,8,True
5.5444917700000005,0.0,64,8,True
5.5444917700000005,0.0,64,8,True
9.63109177,0.0,64,8,True
8.26889177,0.0,64,8,True
-5.35310823,0.0,64,8,False
-6.71530823,0.0,64,8,False
-9.43970823,-4.793689962142628,64,8,False
0.09569177,-9.587379924285257,64,8,True
15.07989177,0.0,64,8,True
19.16649177,0.0,64,8,True
35.512891769999996,0.0,64,8,True
39.59949177,4.793689962142628,64,8,True
30.06409177,0.0,64,8,True
24.61529177,0.0,64,8,True
20.528691770000002,0.0,64,8,True
20.528691770000002,0.0,64,8,True
17.80429177,0.0,64,8,True
15.07989177,0.0,64,8,True
13.717691769999998,0.0,64,8,True
